Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/owners/5 23 Pet clinic,1,48,48,48,48,48,48,48,"0,000%","20,83333","9,20","5,29"
http://20.50.171.10:9966/petclinic/api/owners/5 8 Pet clinic,1,63,63,63,63,63,63,63,"0,000%","15,87302","7,01","4,03"
http://20.50.171.10:9966/petclinic/api/pets/1 23 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","5,79","7,81"
http://20.50.171.10:9966/petclinic/api/owners 35 ${websiteName},1,2258,2258,2258,2258,2258,2258,2258,"0,000%",",44287","131,86","0,11"
http://20.50.171.10:9966/petclinic/api/pets/1 8 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","8,19"
http://20.50.171.10:9966/petclinic/api/owners/5 35 Pet clinic,1,86,86,86,86,86,86,86,"0,000%","11,62791","5,13","2,95"
http://20.50.171.10:9966/petclinic/api/owners 10 ${websiteName},1,2863,2863,2863,2863,2863,2863,2863,"0,000%",",34928","103,99","0,09"
http://20.50.171.10:9966/petclinic/api/pets/1 35 Pet clinic,1,53,53,53,53,53,53,53,"100,000%","18,86792","4,70","6,34"
http://20.50.171.10:9966/petclinic/api/owners/5 10 Pet clinic,1,42,42,42,42,42,42,42,"0,000%","23,80952","10,51","6,05"
http://20.50.171.10:9966/petclinic/api/owners 29 ${websiteName},1,2551,2551,2551,2551,2551,2551,2551,"0,000%",",39200","116,71","0,10"
http://20.50.171.10:9966/petclinic/api/pets/1 10 Pet clinic,1,45,45,45,45,45,45,45,"100,000%","22,22222","5,53","7,47"
http://20.50.171.10:9966/petclinic/api/owners/5 29 Pet clinic,1,43,43,43,43,43,43,43,"0,000%","23,25581","10,27","5,90"
http://20.50.171.10:9966/petclinic/api/owners 26 ${websiteName},1,2666,2666,2666,2666,2666,2666,2666,"0,000%",",37509","111,68","0,09"
http://20.50.171.10:9966/petclinic/api/pets/1 29 Pet clinic,1,44,44,44,44,44,44,44,"100,000%","22,72727","5,66","7,63"
http://20.50.171.10:9966/petclinic/api/owners/5 26 Pet clinic,1,43,43,43,43,43,43,43,"0,000%","23,25581","10,27","5,90"
http://20.50.171.10:9966/petclinic/api/pets/1 26 Pet clinic,1,40,40,40,40,40,40,40,"100,000%","25,00000","6,23","8,40"
http://20.50.171.10:9966/petclinic/api/owners 38 ${websiteName},1,2558,2558,2558,2558,2558,2558,2558,"0,000%",",39093","116,39","0,10"
http://20.50.171.10:9966/petclinic/api/owners/5 38 Pet clinic,1,51,51,51,51,51,51,51,"0,000%","19,60784","8,66","4,98"
http://20.50.171.10:9966/petclinic/api/pets/1 38 Pet clinic,1,44,44,44,44,44,44,44,"100,000%","22,72727","5,66","7,63"
http://20.50.171.10:9966/petclinic/api/owners 30 ${websiteName},1,2904,2904,2904,2904,2904,2904,2904,"0,000%",",34435","102,52","0,09"
http://20.50.171.10:9966/petclinic/api/owners 32 ${websiteName},1,2876,2876,2876,2876,2876,2876,2876,"0,000%",",34771","103,52","0,09"
http://20.50.171.10:9966/petclinic/api/owners/5 30 Pet clinic,1,61,61,61,61,61,61,61,"0,000%","16,39344","7,24","4,16"
http://20.50.171.10:9966/petclinic/api/owners/5 32 Pet clinic,1,54,54,54,54,54,54,54,"0,000%","18,51852","8,17","4,70"
http://20.50.171.10:9966/petclinic/api/pets/1 32 Pet clinic,1,52,52,52,52,52,52,52,"100,000%","19,23077","4,79","6,46"
http://20.50.171.10:9966/petclinic/api/owners 17 ${websiteName},1,3320,3320,3320,3320,3320,3320,3320,"0,000%",",30120","89,68","0,08"
http://20.50.171.10:9966/petclinic/api/owners/5 17 Pet clinic,1,54,54,54,54,54,54,54,"0,000%","18,51852","8,17","4,70"
http://20.50.171.10:9966/petclinic/api/pets/1 17 Pet clinic,1,56,56,56,56,56,56,56,"100,000%","17,85714","4,45","6,00"
http://20.50.171.10:9966/petclinic/api/pets/1 30 Pet clinic,1,329,329,329,329,329,329,329,"100,000%","3,03951","0,76","1,02"
http://20.50.171.10:9966/petclinic/api/owners 47 ${websiteName},1,3005,3005,3005,3005,3005,3005,3005,"0,000%",",33278","99,08","0,08"
http://20.50.171.10:9966/petclinic/api/owners 13 ${websiteName},1,3706,3706,3706,3706,3706,3706,3706,"0,000%",",26983","80,34","0,07"
http://20.50.171.10:9966/petclinic/api/owners 15 ${websiteName},1,3693,3693,3693,3693,3693,3693,3693,"0,000%",",27078","80,62","0,07"
http://20.50.171.10:9966/petclinic/api/owners/5 47 Pet clinic,1,58,58,58,58,58,58,58,"0,000%","17,24138","7,61","4,38"
http://20.50.171.10:9966/petclinic/api/owners 50 ${websiteName},1,3013,3013,3013,3013,3013,3013,3013,"0,000%",",33190","98,81","0,08"
http://20.50.171.10:9966/petclinic/api/owners/5 13 Pet clinic,1,58,58,58,58,58,58,58,"0,000%","17,24138","7,61","4,38"
http://20.50.171.10:9966/petclinic/api/owners/5 15 Pet clinic,1,58,58,58,58,58,58,58,"0,000%","17,24138","7,61","4,38"
http://20.50.171.10:9966/petclinic/api/pets/1 47 Pet clinic,1,49,49,49,49,49,49,49,"100,000%","20,40816","5,08","6,86"
http://20.50.171.10:9966/petclinic/api/owners/5 50 Pet clinic,1,64,64,64,64,64,64,64,"0,000%","15,62500","6,90","3,97"
http://20.50.171.10:9966/petclinic/api/pets/1 13 Pet clinic,1,50,50,50,50,50,50,50,"100,000%","20,00000","4,98","6,72"
http://20.50.171.10:9966/petclinic/api/pets/1 15 Pet clinic,1,54,54,54,54,54,54,54,"100,000%","18,51852","4,61","6,22"
http://20.50.171.10:9966/petclinic/api/pets/1 50 Pet clinic,1,49,49,49,49,49,49,49,"100,000%","20,40816","5,08","6,86"
http://20.50.171.10:9966/petclinic/api/owners 7 ${websiteName},1,4279,4279,4279,4279,4279,4279,4279,"0,000%",",23370","69,58","0,06"
http://20.50.171.10:9966/petclinic/api/owners 27 ${websiteName},1,3882,3882,3882,3882,3882,3882,3882,"0,000%",",25760","76,69","0,06"
http://20.50.171.10:9966/petclinic/api/owners 4 ${websiteName},1,4362,4362,4362,4362,4362,4362,4362,"0,000%",",22925","68,26","0,06"
http://20.50.171.10:9966/petclinic/api/owners 12 ${websiteName},1,4203,4203,4203,4203,4203,4203,4203,"0,000%",",23793","70,84","0,06"
http://20.50.171.10:9966/petclinic/api/owners/5 27 Pet clinic,1,65,65,65,65,65,65,65,"0,000%","15,38462","6,79","3,91"
http://20.50.171.10:9966/petclinic/api/owners/5 7 Pet clinic,1,67,67,67,67,67,67,67,"0,000%","14,92537","6,59","3,79"
http://20.50.171.10:9966/petclinic/api/owners/5 12 Pet clinic,1,60,60,60,60,60,60,60,"0,000%","16,66667","7,36","4,23"
http://20.50.171.10:9966/petclinic/api/owners/5 4 Pet clinic,1,62,62,62,62,62,62,62,"0,000%","16,12903","7,12","4,10"
http://20.50.171.10:9966/petclinic/api/pets/1 7 Pet clinic,1,58,58,58,58,58,58,58,"100,000%","17,24138","4,29","5,79"
http://20.50.171.10:9966/petclinic/api/pets/1 27 Pet clinic,1,58,58,58,58,58,58,58,"100,000%","17,24138","4,29","5,79"
http://20.50.171.10:9966/petclinic/api/owners 18 ${websiteName},1,4223,4223,4223,4223,4223,4223,4223,"0,000%",",23680","70,50","0,06"
http://20.50.171.10:9966/petclinic/api/pets/1 4 Pet clinic,1,84,84,84,84,84,84,84,"100,000%","11,90476","2,96","4,00"
http://20.50.171.10:9966/petclinic/api/pets/1 12 Pet clinic,1,84,84,84,84,84,84,84,"100,000%","11,90476","2,96","4,00"
http://20.50.171.10:9966/petclinic/api/owners/5 18 Pet clinic,1,56,56,56,56,56,56,56,"0,000%","17,85714","7,88","4,53"
http://20.50.171.10:9966/petclinic/api/pets/1 18 Pet clinic,1,51,51,51,51,51,51,51,"100,000%","19,60784","4,88","6,59"
http://20.50.171.10:9966/petclinic/api/owners 31 ${websiteName},1,4107,4107,4107,4107,4107,4107,4107,"0,000%",",24349","72,49","0,06"
http://20.50.171.10:9966/petclinic/api/owners 22 ${websiteName},1,4295,4295,4295,4295,4295,4295,4295,"0,000%",",23283","69,32","0,06"
http://20.50.171.10:9966/petclinic/api/owners/5 31 Pet clinic,1,43,43,43,43,43,43,43,"0,000%","23,25581","10,27","5,90"
http://20.50.171.10:9966/petclinic/api/owners/5 22 Pet clinic,1,44,44,44,44,44,44,44,"0,000%","22,72727","10,03","5,77"
http://20.50.171.10:9966/petclinic/api/pets/1 31 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","8,19"
http://20.50.171.10:9966/petclinic/api/pets/1 22 Pet clinic,1,44,44,44,44,44,44,44,"100,000%","22,72727","5,66","7,63"
http://20.50.171.10:9966/petclinic/api/owners 9 ${websiteName},1,4666,4666,4666,4666,4666,4666,4666,"0,000%",",21432","63,81","0,05"
http://20.50.171.10:9966/petclinic/api/owners/5 9 Pet clinic,1,48,48,48,48,48,48,48,"0,000%","20,83333","9,20","5,29"
http://20.50.171.10:9966/petclinic/api/pets/1 9 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","5,79","7,81"
http://20.50.171.10:9966/petclinic/api/owners 49 ${websiteName},1,3988,3988,3988,3988,3988,3988,3988,"0,000%",",25075","74,66","0,06"
http://20.50.171.10:9966/petclinic/api/owners/5 49 Pet clinic,1,45,45,45,45,45,45,45,"0,000%","22,22222","9,81","5,64"
http://20.50.171.10:9966/petclinic/api/pets/1 49 Pet clinic,1,44,44,44,44,44,44,44,"100,000%","22,72727","5,66","7,63"
http://20.50.171.10:9966/petclinic/api/owners 3 ${websiteName},1,5081,5081,5081,5081,5081,5081,5081,"0,000%",",19681","58,60","0,05"
http://20.50.171.10:9966/petclinic/api/owners 28 ${websiteName},1,4591,4591,4591,4591,4591,4591,4591,"0,000%",",21782","64,85","0,05"
http://20.50.171.10:9966/petclinic/api/owners/5 3 Pet clinic,1,52,52,52,52,52,52,52,"0,000%","19,23077","8,49","4,88"
http://20.50.171.10:9966/petclinic/api/owners/5 28 Pet clinic,1,48,48,48,48,48,48,48,"0,000%","20,83333","9,20","5,29"
http://20.50.171.10:9966/petclinic/api/owners 34 ${websiteName},1,4520,4520,4520,4520,4520,4520,4520,"0,000%",",22124","65,87","0,06"
http://20.50.171.10:9966/petclinic/api/pets/1 3 Pet clinic,1,44,44,44,44,44,44,44,"100,000%","22,72727","5,66","7,63"
http://20.50.171.10:9966/petclinic/api/pets/1 28 Pet clinic,1,45,45,45,45,45,45,45,"100,000%","22,22222","5,53","7,47"
http://20.50.171.10:9966/petclinic/api/owners/5 34 Pet clinic,1,48,48,48,48,48,48,48,"0,000%","20,83333","9,20","5,29"
http://20.50.171.10:9966/petclinic/api/pets/1 34 Pet clinic,1,40,40,40,40,40,40,40,"100,000%","25,00000","6,23","8,40"
http://20.50.171.10:9966/petclinic/api/owners 6 ${websiteName},1,5257,5257,5257,5257,5257,5257,5257,"0,000%",",19022","56,63","0,05"
http://20.50.171.10:9966/petclinic/api/owners 45 ${websiteName},1,4503,4503,4503,4503,4503,4503,4503,"0,000%",",22207","66,12","0,06"
http://20.50.171.10:9966/petclinic/api/owners/5 6 Pet clinic,1,44,44,44,44,44,44,44,"0,000%","22,72727","10,03","5,77"
http://20.50.171.10:9966/petclinic/api/owners/5 45 Pet clinic,1,45,45,45,45,45,45,45,"0,000%","22,22222","9,81","5,64"
http://20.50.171.10:9966/petclinic/api/pets/1 6 Pet clinic,1,48,48,48,48,48,48,48,"100,000%","20,83333","5,19","7,00"
http://20.50.171.10:9966/petclinic/api/owners 39 ${websiteName},1,4696,4696,4696,4696,4696,4696,4696,"0,000%",",21295","63,40","0,05"
http://20.50.171.10:9966/petclinic/api/pets/1 45 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","8,19"
http://20.50.171.10:9966/petclinic/api/owners/5 39 Pet clinic,1,46,46,46,46,46,46,46,"0,000%","21,73913","9,60","5,52"
http://20.50.171.10:9966/petclinic/api/pets/1 39 Pet clinic,1,40,40,40,40,40,40,40,"100,000%","25,00000","6,23","8,40"
http://20.50.171.10:9966/petclinic/api/owners 33 ${websiteName},1,4918,4918,4918,4918,4918,4918,4918,"0,000%",",20333","60,54","0,05"
http://20.50.171.10:9966/petclinic/api/owners 25 ${websiteName},1,5123,5123,5123,5123,5123,5123,5123,"0,000%",",19520","58,12","0,05"
http://20.50.171.10:9966/petclinic/api/owners/5 33 Pet clinic,1,47,47,47,47,47,47,47,"0,000%","21,27660","9,39","5,40"
http://20.50.171.10:9966/petclinic/api/owners 21 ${websiteName},1,5206,5206,5206,5206,5206,5206,5206,"0,000%",",19209","57,19","0,05"
http://20.50.171.10:9966/petclinic/api/owners 41 ${websiteName},1,4836,4836,4836,4836,4836,4836,4836,"0,000%",",20678","61,57","0,05"
http://20.50.171.10:9966/petclinic/api/owners/5 25 Pet clinic,1,45,45,45,45,45,45,45,"0,000%","22,22222","9,81","5,64"
http://20.50.171.10:9966/petclinic/api/pets/1 33 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","5,79","7,81"
http://20.50.171.10:9966/petclinic/api/owners/5 21 Pet clinic,1,43,43,43,43,43,43,43,"0,000%","23,25581","10,27","5,90"
http://20.50.171.10:9966/petclinic/api/owners/5 41 Pet clinic,1,51,51,51,51,51,51,51,"0,000%","19,60784","8,66","4,98"
http://20.50.171.10:9966/petclinic/api/pets/1 25 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","8,19"
http://20.50.171.10:9966/petclinic/api/pets/1 21 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","8,19"
http://20.50.171.10:9966/petclinic/api/owners 44 ${websiteName},1,4842,4842,4842,4842,4842,4842,4842,"0,000%",",20653","61,49","0,05"
http://20.50.171.10:9966/petclinic/api/pets/1 41 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","5,93","8,00"
http://20.50.171.10:9966/petclinic/api/owners/5 44 Pet clinic,1,56,56,56,56,56,56,56,"0,000%","17,85714","7,88","4,53"
http://20.50.171.10:9966/petclinic/api/owners 37 ${websiteName},1,5060,5060,5060,5060,5060,5060,5060,"0,000%",",19763","58,84","0,05"
http://20.50.171.10:9966/petclinic/api/pets/1 44 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","5,93","8,00"
http://20.50.171.10:9966/petclinic/api/owners 36 ${websiteName},1,5121,5121,5121,5121,5121,5121,5121,"0,000%",",19527","58,14","0,05"
http://20.50.171.10:9966/petclinic/api/owners 24 ${websiteName},1,5364,5364,5364,5364,5364,5364,5364,"0,000%",",18643","55,51","0,05"
http://20.50.171.10:9966/petclinic/api/owners/5 37 Pet clinic,1,54,54,54,54,54,54,54,"0,000%","18,51852","8,17","4,70"
http://20.50.171.10:9966/petclinic/api/pets/1 37 Pet clinic,1,46,46,46,46,46,46,46,"100,000%","21,73913","5,41","7,30"
http://20.50.171.10:9966/petclinic/api/owners/5 36 Pet clinic,1,59,59,59,59,59,59,59,"0,000%","16,94915","7,48","4,30"
http://20.50.171.10:9966/petclinic/api/pets/1 36 Pet clinic,1,47,47,47,47,47,47,47,"100,000%","21,27660","5,30","7,15"
http://20.50.171.10:9966/petclinic/api/owners 42 ${websiteName},1,5125,5125,5125,5125,5125,5125,5125,"0,000%",",19512","58,09","0,05"
http://20.50.171.10:9966/petclinic/api/owners 19 ${websiteName},1,5607,5607,5607,5607,5607,5607,5607,"0,000%",",17835","53,10","0,04"
http://20.50.171.10:9966/petclinic/api/owners/5 42 Pet clinic,1,53,53,53,53,53,53,53,"0,000%","18,86792","8,33","4,79"
http://20.50.171.10:9966/petclinic/api/owners/5 19 Pet clinic,1,44,44,44,44,44,44,44,"0,000%","22,72727","10,03","5,77"
http://20.50.171.10:9966/petclinic/api/pets/1 42 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","8,19"
http://20.50.171.10:9966/petclinic/api/owners/5 24 Pet clinic,1,219,219,219,219,219,219,219,"0,000%","4,56621","2,02","1,16"
http://20.50.171.10:9966/petclinic/api/owners 48 ${websiteName},1,5109,5109,5109,5109,5109,5109,5109,"0,000%",",19573","58,28","0,05"
http://20.50.171.10:9966/petclinic/api/pets/1 19 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","5,93","8,00"
http://20.50.171.10:9966/petclinic/api/pets/1 24 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","5,79","7,81"
http://20.50.171.10:9966/petclinic/api/owners/5 48 Pet clinic,1,44,44,44,44,44,44,44,"0,000%","22,72727","10,03","5,77"
http://20.50.171.10:9966/petclinic/api/pets/1 48 Pet clinic,1,40,40,40,40,40,40,40,"100,000%","25,00000","6,23","8,40"
http://20.50.171.10:9966/petclinic/api/owners 40 ${websiteName},1,5396,5396,5396,5396,5396,5396,5396,"0,000%",",18532","55,18","0,05"
http://20.50.171.10:9966/petclinic/api/owners/5 40 Pet clinic,1,52,52,52,52,52,52,52,"0,000%","19,23077","8,49","4,88"
http://20.50.171.10:9966/petclinic/api/pets/1 40 Pet clinic,1,40,40,40,40,40,40,40,"100,000%","25,00000","6,23","8,40"
http://20.50.171.10:9966/petclinic/api/owners 46 ${websiteName},1,5398,5398,5398,5398,5398,5398,5398,"0,000%",",18525","55,16","0,05"
http://20.50.171.10:9966/petclinic/api/owners/5 46 Pet clinic,1,54,54,54,54,54,54,54,"0,000%","18,51852","8,17","4,70"
http://20.50.171.10:9966/petclinic/api/pets/1 46 Pet clinic,1,40,40,40,40,40,40,40,"100,000%","25,00000","6,23","8,40"
http://20.50.171.10:9966/petclinic/api/owners 43 ${websiteName},1,5724,5724,5724,5724,5724,5724,5724,"0,000%",",17470","52,01","0,04"
http://20.50.171.10:9966/petclinic/api/owners/5 43 Pet clinic,1,52,52,52,52,52,52,52,"0,000%","19,23077","8,49","4,88"
http://20.50.171.10:9966/petclinic/api/pets/1 43 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","8,19"
TOTAL,250,1622,113,5060,5206,5607,40,5724,"40,000%","37,53190","4480,11","12,64"
