Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/pettypes 17 ${websiteName},1,127,127,127,127,127,127,127,"0,000%","7,87402","121,82","2,00"
http://20.50.171.10:9966/petclinic/api/pettypes 18 ${websiteName},1,142,142,142,142,142,142,142,"0,000%","7,04225","109,15","1,79"
http://20.50.171.10:9966/petclinic/api/pettypes 16 Pet clinic,1,51,51,51,51,51,51,51,"0,000%","19,60784","7,77","6,45"
http://20.50.171.10:9966/petclinic/api/pettypes 19 ${websiteName},1,129,129,129,129,129,129,129,"0,000%","7,75194","120,36","1,97"
http://20.50.171.10:9966/petclinic/api/pettypes 17 Pet clinic,1,44,44,44,44,44,44,44,"0,000%","22,72727","9,01","7,48"
http://20.50.171.10:9966/petclinic/api/pettypes 20 ${websiteName},1,136,136,136,136,136,136,136,"0,000%","7,35294","114,37","1,87"
http://20.50.171.10:9966/petclinic/api/pettypes 18 Pet clinic,1,47,47,47,47,47,47,47,"0,000%","21,27660","8,44","7,00"
http://20.50.171.10:9966/petclinic/api/pettypes 21 ${websiteName},1,130,130,130,130,130,130,130,"0,000%","7,69231","119,85","1,95"
http://20.50.171.10:9966/petclinic/api/pettypes 19 Pet clinic,1,44,44,44,44,44,44,44,"0,000%","22,72727","9,01","7,48"
http://20.50.171.10:9966/petclinic/api/pettypes 22 ${websiteName},1,135,135,135,135,135,135,135,"0,000%","7,40741","115,62","1,88"
http://20.50.171.10:9966/petclinic/api/pettypes 20 Pet clinic,1,50,50,50,50,50,50,50,"0,000%","20,00000","7,93","6,58"
http://20.50.171.10:9966/petclinic/api/pettypes 21 Pet clinic,1,44,44,44,44,44,44,44,"0,000%","22,72727","9,01","7,48"
http://20.50.171.10:9966/petclinic/api/pettypes 23 ${websiteName},1,134,134,134,134,134,134,134,"0,000%","7,46269","116,68","1,89"
http://20.50.171.10:9966/petclinic/api/pettypes 24 ${websiteName},1,143,143,143,143,143,143,143,"0,000%","6,99301","109,53","1,78"
http://20.50.171.10:9966/petclinic/api/pettypes 22 Pet clinic,1,56,56,56,56,56,56,56,"0,000%","17,85714","7,08","5,88"
http://20.50.171.10:9966/petclinic/api/pettypes 25 ${websiteName},1,132,132,132,132,132,132,132,"0,000%","7,57576","118,87","1,92"
http://20.50.171.10:9966/petclinic/api/pettypes 23 Pet clinic,1,52,52,52,52,52,52,52,"0,000%","19,23077","7,62","6,33"
http://20.50.171.10:9966/petclinic/api/pettypes 26 ${websiteName},1,141,141,141,141,141,141,141,"0,000%","7,09220","111,47","1,80"
http://20.50.171.10:9966/petclinic/api/pettypes 24 Pet clinic,1,52,52,52,52,52,52,52,"0,000%","19,23077","7,62","6,33"
http://20.50.171.10:9966/petclinic/api/pettypes 27 ${websiteName},1,134,134,134,134,134,134,134,"0,000%","7,46269","117,50","1,89"
http://20.50.171.10:9966/petclinic/api/pettypes 25 Pet clinic,1,43,43,43,43,43,43,43,"0,000%","23,25581","9,22","7,65"
http://20.50.171.10:9966/petclinic/api/pettypes 28 ${websiteName},1,134,134,134,134,134,134,134,"0,000%","7,46269","117,70","1,89"
http://20.50.171.10:9966/petclinic/api/pettypes 26 Pet clinic,1,50,50,50,50,50,50,50,"0,000%","20,00000","7,93","6,58"
http://20.50.171.10:9966/petclinic/api/pettypes 29 ${websiteName},1,143,143,143,143,143,143,143,"0,000%","6,99301","110,49","1,78"
http://20.50.171.10:9966/petclinic/api/pettypes 27 Pet clinic,1,57,57,57,57,57,57,57,"0,000%","17,54386","6,96","5,77"
http://20.50.171.10:9966/petclinic/api/pettypes 30 ${websiteName},1,148,148,148,148,148,148,148,"0,000%","6,75676","106,94","1,72"
http://20.50.171.10:9966/petclinic/api/pettypes 28 Pet clinic,1,51,51,51,51,51,51,51,"0,000%","19,60784","7,77","6,45"
http://20.50.171.10:9966/petclinic/api/pettypes 31 ${websiteName},1,134,134,134,134,134,134,134,"0,000%","7,46269","118,32","1,89"
http://20.50.171.10:9966/petclinic/api/pettypes 29 Pet clinic,1,44,44,44,44,44,44,44,"0,000%","22,72727","9,01","7,48"
http://20.50.171.10:9966/petclinic/api/pettypes 33 ${websiteName},1,132,132,132,132,132,132,132,"0,000%","7,57576","120,52","1,92"
http://20.50.171.10:9966/petclinic/api/pettypes 30 Pet clinic,1,44,44,44,44,44,44,44,"0,000%","22,72727","9,01","7,48"
http://20.50.171.10:9966/petclinic/api/pettypes 32 ${websiteName},1,154,154,154,154,154,154,154,"0,000%","6,49351","103,13","1,65"
http://20.50.171.10:9966/petclinic/api/pettypes 31 Pet clinic,1,53,53,53,53,53,53,53,"0,000%","18,86792","7,48","6,21"
http://20.50.171.10:9966/petclinic/api/pettypes 34 ${websiteName},1,141,141,141,141,141,141,141,"0,000%","7,09220","113,02","1,80"
http://20.50.171.10:9966/petclinic/api/pettypes 35 ${websiteName},1,133,133,133,133,133,133,133,"0,000%","7,51880","119,82","1,91"
http://20.50.171.10:9966/petclinic/api/pettypes 33 Pet clinic,1,41,41,41,41,41,41,41,"0,000%","24,39024","9,67","8,03"
http://20.50.171.10:9966/petclinic/api/pettypes 32 Pet clinic,1,42,42,42,42,42,42,42,"0,000%","23,80952","9,44","7,84"
http://20.50.171.10:9966/petclinic/api/pettypes 36 ${websiteName},1,132,132,132,132,132,132,132,"0,000%","7,57576","121,15","1,92"
http://20.50.171.10:9966/petclinic/api/pettypes 34 Pet clinic,1,42,42,42,42,42,42,42,"0,000%","23,80952","9,44","7,84"
http://20.50.171.10:9966/petclinic/api/pettypes 35 Pet clinic,1,46,46,46,46,46,46,46,"0,000%","21,73913","8,62","7,15"
http://20.50.171.10:9966/petclinic/api/pettypes 37 ${websiteName},1,143,143,143,143,143,143,143,"0,000%","6,99301","112,21","1,78"
http://20.50.171.10:9966/petclinic/api/pettypes 38 ${websiteName},1,135,135,135,135,135,135,135,"0,000%","7,40741","118,86","1,88"
http://20.50.171.10:9966/petclinic/api/pettypes 36 Pet clinic,1,57,57,57,57,57,57,57,"0,000%","17,54386","6,96","5,77"
http://20.50.171.10:9966/petclinic/api/pettypes 39 ${websiteName},1,132,132,132,132,132,132,132,"0,000%","7,57576","121,56","1,92"
http://20.50.171.10:9966/petclinic/api/pettypes 37 Pet clinic,1,44,44,44,44,44,44,44,"0,000%","22,72727","9,01","7,48"
http://20.50.171.10:9966/petclinic/api/pettypes 40 ${websiteName},1,130,130,130,130,130,130,130,"0,000%","7,69231","123,85","1,95"
http://20.50.171.10:9966/petclinic/api/pettypes 38 Pet clinic,1,42,42,42,42,42,42,42,"0,000%","23,80952","9,44","7,84"
http://20.50.171.10:9966/petclinic/api/pettypes 41 ${websiteName},1,133,133,133,133,133,133,133,"0,000%","7,51880","121,26","1,91"
http://20.50.171.10:9966/petclinic/api/pettypes 39 Pet clinic,1,44,44,44,44,44,44,44,"0,000%","22,72727","9,01","7,48"
http://20.50.171.10:9966/petclinic/api/pettypes 42 ${websiteName},1,136,136,136,136,136,136,136,"0,000%","7,35294","118,59","1,87"
http://20.50.171.10:9966/petclinic/api/pettypes 40 Pet clinic,1,44,44,44,44,44,44,44,"0,000%","22,72727","9,01","7,48"
http://20.50.171.10:9966/petclinic/api/pettypes 43 ${websiteName},1,131,131,131,131,131,131,131,"0,000%","7,63359","123,53","1,94"
http://20.50.171.10:9966/petclinic/api/pettypes 41 Pet clinic,1,57,57,57,57,57,57,57,"0,000%","17,54386","6,96","5,77"
http://20.50.171.10:9966/petclinic/api/pettypes 44 ${websiteName},1,138,138,138,138,138,138,138,"0,000%","7,24638","117,46","1,84"
http://20.50.171.10:9966/petclinic/api/pettypes 42 Pet clinic,1,53,53,53,53,53,53,53,"0,000%","18,86792","7,48","6,21"
http://20.50.171.10:9966/petclinic/api/pettypes 45 ${websiteName},1,132,132,132,132,132,132,132,"0,000%","7,57576","123,01","1,92"
http://20.50.171.10:9966/petclinic/api/pettypes 43 Pet clinic,1,52,52,52,52,52,52,52,"0,000%","19,23077","7,62","6,33"
http://20.50.171.10:9966/petclinic/api/pettypes 46 ${websiteName},1,141,141,141,141,141,141,141,"0,000%","7,09220","115,35","1,80"
http://20.50.171.10:9966/petclinic/api/pettypes 44 Pet clinic,1,45,45,45,45,45,45,45,"0,000%","22,22222","8,81","7,31"
http://20.50.171.10:9966/petclinic/api/pettypes 47 ${websiteName},1,134,134,134,134,134,134,134,"0,000%","7,46269","121,58","1,89"
http://20.50.171.10:9966/petclinic/api/pettypes 45 Pet clinic,1,46,46,46,46,46,46,46,"0,000%","21,73913","8,62","7,15"
http://20.50.171.10:9966/petclinic/api/pettypes 48 ${websiteName},1,132,132,132,132,132,132,132,"0,000%","7,57576","123,63","1,92"
http://20.50.171.10:9966/petclinic/api/pettypes 46 Pet clinic,1,50,50,50,50,50,50,50,"0,000%","20,00000","7,93","6,58"
http://20.50.171.10:9966/petclinic/api/pettypes 49 ${websiteName},1,137,137,137,137,137,137,137,"0,000%","7,29927","119,36","1,85"
http://20.50.171.10:9966/petclinic/api/pettypes 47 Pet clinic,1,44,44,44,44,44,44,44,"0,000%","22,72727","9,01","7,48"
http://20.50.171.10:9966/petclinic/api/pettypes 50 ${websiteName},1,129,129,129,129,129,129,129,"0,000%","7,75194","126,98","1,97"
http://20.50.171.10:9966/petclinic/api/pettypes 48 Pet clinic,1,53,53,53,53,53,53,53,"0,000%","18,86792","7,48","6,21"
http://20.50.171.10:9966/petclinic/api/pettypes 49 Pet clinic,1,51,51,51,51,51,51,51,"0,000%","19,60784","7,77","6,45"
http://20.50.171.10:9966/petclinic/api/pettypes 50 Pet clinic,1,57,57,57,57,57,57,57,"0,000%","17,54386","6,96","5,77"
TOTAL,200,91,57,139,143,148,41,154,"0,000%","171,23288","1378,82","49,92"
