Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/pets/1 15 Pet clinic,2,49,48,50,50,50,48,50,"100,000%","20,20202","5,03","7,70"
http://20.50.171.10:9966/petclinic/api/pets/1 39 Pet clinic,2,49,49,50,50,50,49,50,"100,000%","20,00000","4,98","7,63"
http://20.50.171.10:9966/petclinic/api/pets/1 33 Pet clinic,2,48,47,49,49,49,47,49,"100,000%","20,61856","5,13","7,86"
http://20.50.171.10:9966/petclinic/api/owners 27 ${websiteName},1,5780,5780,5780,5780,5780,5780,5780,"0,000%",",17301","51,51","0,04"
http://20.50.171.10:9966/petclinic/api/owners/5 27 Pet clinic,2,49,48,51,51,51,48,51,"0,000%","5,88235","2,60","1,49"
http://20.50.171.10:9966/petclinic/api/pettypes 27 Pet clinic,1,148,148,148,148,148,148,148,"0,000%","6,75676","218,25","1,72"
http://20.50.171.10:9966/petclinic/api/pets/1 27 Pet clinic,2,46,46,46,46,46,46,46,"100,000%","21,50538","5,36","8,20"
http://20.50.171.10:9966/petclinic/api/owners 30 ${websiteName},1,6747,6747,6747,6747,6747,6747,6747,"0,000%",",14821","44,13","0,04"
http://20.50.171.10:9966/petclinic/api/owners/5 30 Pet clinic,2,53,52,54,54,54,52,54,"0,000%","6,17284","2,72","1,57"
http://20.50.171.10:9966/petclinic/api/pettypes 30 Pet clinic,1,134,134,134,134,134,134,134,"0,000%","7,46269","241,05","1,89"
http://20.50.171.10:9966/petclinic/api/pets/1 30 Pet clinic,2,41,41,42,42,42,41,42,"100,000%","23,80952","5,93","9,08"
TOTAL,450,898,102,3690,4355,5780,40,6747,"44,444%","58,78511","4329,34","23,21"
