Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/pettypes 15 ${websiteName},5,1366,1774,1870,2104,2104,232,2104,"0,000%","1,56299","23,33","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes 18 ${websiteName},5,1289,1749,1765,1866,1866,232,1866,"0,000%","1,75439","26,19","0,45"
http://20.50.171.10:9966/petclinic/api/pettypes 14 ${websiteName},5,1270,1676,1688,1863,1863,234,1863,"0,000%","1,77305","26,47","0,45"
http://20.50.171.10:9966/petclinic/api/pettypes 13 ${websiteName},5,1628,2089,2103,2445,2445,260,2445,"0,000%","1,56250","23,32","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes 21 ${websiteName},5,1371,1654,1712,1766,1766,254,1766,"0,000%","1,77936","26,56","0,45"
http://20.50.171.10:9966/petclinic/api/pettypes 30 ${websiteName},5,1206,850,1709,2430,2430,244,2430,"0,000%","1,76367","26,33","0,45"
http://20.50.171.10:9966/petclinic/api/pettypes 20 ${websiteName},5,1392,843,1717,3356,3356,254,3356,"0,000%","1,32732","19,81","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes 27 ${websiteName},5,1539,1225,2059,3328,3328,246,3328,"0,000%","1,13276","16,91","0,29"
http://20.50.171.10:9966/petclinic/api/pettypes 26 ${websiteName},5,1277,827,1858,2670,2670,248,2670,"0,000%","1,33085","19,87","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes 17 ${websiteName},5,1599,2233,2245,2407,2407,258,2407,"0,000%","1,50195","22,42","0,38"
http://20.50.171.10:9966/petclinic/api/pettypes 22 ${websiteName},5,1087,843,1436,2094,2094,254,2094,"0,000%","1,56740","23,40","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes 39 ${websiteName},5,1676,1750,2387,2390,2390,248,2390,"0,000%","1,31268","19,60","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 32 ${websiteName},5,1100,1228,1434,1742,1742,271,1742,"0,000%","1,57629","23,53","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes 38 ${websiteName},5,1774,2096,2326,3358,3358,267,3358,"0,000%","1,32873","19,83","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes 40 ${websiteName},5,1562,1387,1748,3576,3576,270,3576,"0,000%","1,25628","18,75","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 56 ${websiteName},5,1302,1338,1702,2405,2405,261,2405,"0,000%","1,78126","26,59","0,45"
http://20.50.171.10:9966/petclinic/api/pettypes 53 ${websiteName},5,1546,1725,1782,2758,2758,263,2758,"0,000%","1,58278","23,63","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes 46 ${websiteName},5,1316,1737,1842,1928,1928,269,1928,"0,000%","1,49254","22,28","0,38"
http://20.50.171.10:9966/petclinic/api/pettypes/1 6 Pet clinic,10,1016,963,1792,1792,1989,163,1989,"0,000%","1,90949","0,59","0,56"
http://20.50.171.10:9966/petclinic/api/pettypes 54 ${websiteName},5,1412,1486,1731,2729,2729,303,2729,"0,000%","1,31891","19,69","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 59 ${websiteName},5,1306,1292,1723,2355,2355,297,2355,"0,000%","1,59134","23,76","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes 67 ${websiteName},5,2275,2412,3709,4108,4108,292,4108,"0,000%",",97637","14,58","0,25"
http://20.50.171.10:9966/petclinic/api/pettypes/1 11 Pet clinic,10,1014,887,1799,1799,2147,144,2147,"0,000%","1,88964","0,58","0,56"
http://20.50.171.10:9966/petclinic/api/pettypes 51 ${websiteName},5,1364,1736,1852,2110,2110,307,2110,"0,000%","1,57530","23,52","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes/1 5 Pet clinic,10,1197,760,2313,2313,2379,166,2379,"0,000%","1,62549","0,50","0,48"
http://20.50.171.10:9966/petclinic/api/pettypes 58 ${websiteName},5,1259,1213,1746,1838,1838,304,1838,"0,000%","1,57878","23,57","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes 43 ${websiteName},5,1772,1347,2383,3984,3984,320,3984,"0,000%",",92473","13,80","0,23"
http://20.50.171.10:9966/petclinic/api/pettypes 57 ${websiteName},5,1608,2146,2390,2407,2407,307,2407,"0,000%","1,31199","19,59","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes/1 4 Pet clinic,10,936,957,1414,1414,2224,147,2224,"0,000%","1,85288","0,57","0,55"
http://20.50.171.10:9966/petclinic/api/pettypes 63 ${websiteName},5,1569,1244,1862,3623,3623,312,3623,"0,000%","1,24254","18,55","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes/1 2 Pet clinic,10,811,889,1272,1272,1537,146,1537,"0,000%","1,92715","0,59","0,57"
http://20.50.171.10:9966/petclinic/api/pettypes 64 ${websiteName},5,1705,1718,2092,3614,3614,312,3614,"0,000%","1,24564","18,59","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes/1 8 Pet clinic,10,1135,1021,2088,2088,2352,149,2352,"0,000%","1,76991","0,54","0,52"
http://20.50.171.10:9966/petclinic/api/pettypes/1 12 Pet clinic,10,1129,958,2148,2148,2204,145,2204,"0,000%","2,00321","0,62","0,59"
http://20.50.171.10:9966/petclinic/api/pettypes/1 1 Pet clinic,10,1019,879,1793,1793,2262,147,2262,"0,000%","1,88466","0,58","0,56"
http://20.50.171.10:9966/petclinic/api/pettypes 71 ${websiteName},5,1469,1587,2296,2341,2341,333,2341,"0,000%","1,34553","20,09","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes 75 ${websiteName},5,2018,2296,2538,2733,2733,329,2733,"0,000%","1,34662","20,10","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes/1 7 Pet clinic,10,1116,1053,1602,1602,2330,164,2330,"0,000%","1,92567","0,59","0,57"
http://20.50.171.10:9966/petclinic/api/pettypes/1 9 Pet clinic,10,1125,1160,1990,1990,2037,164,2037,"0,000%","1,77620","0,55","0,52"
http://20.50.171.10:9966/petclinic/api/pettypes/1 19 Pet clinic,10,756,813,1259,1259,1290,162,1290,"0,000%","1,86150","0,57","0,55"
http://20.50.171.10:9966/petclinic/api/pettypes 69 ${websiteName},5,1943,1593,2567,4277,4277,339,4277,"0,000%","1,06883","15,96","0,27"
http://20.50.171.10:9966/petclinic/api/pettypes 74 ${websiteName},5,1374,1367,1818,2146,2146,334,2146,"0,000%","1,79340","26,77","0,46"
http://20.50.171.10:9966/petclinic/api/pettypes 76 ${websiteName},5,1634,1746,2015,2760,2760,332,2760,"0,000%","1,58178","23,61","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes/1 16 Pet clinic,10,1136,1175,1728,1728,1923,161,1923,"0,000%","2,00000","0,61","0,59"
http://20.50.171.10:9966/petclinic/api/pettypes/1 15 Pet clinic,10,1169,746,2071,2071,2392,161,2392,"0,000%","1,77588","0,55","0,52"
http://20.50.171.10:9966/petclinic/api/pettypes/1 14 Pet clinic,10,1087,1060,1679,1679,2399,160,2399,"0,000%","1,76398","0,54","0,52"
http://20.50.171.10:9966/petclinic/api/pettypes/1 18 Pet clinic,10,1108,948,1834,1834,2392,160,2392,"0,000%","1,67168","0,51","0,49"
http://20.50.171.10:9966/petclinic/api/pettypes 10 ${websiteName},5,1012,1160,1182,1652,1652,427,1652,"0,000%","2,18150","32,56","0,55"
http://20.50.171.10:9966/petclinic/api/pettypes 80 ${websiteName},5,1896,1839,2387,3304,3304,357,3304,"0,000%","1,34844","20,13","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes/1 30 Pet clinic,10,923,771,1729,1729,1788,164,1788,"0,000%","1,87723","0,58","0,55"
http://20.50.171.10:9966/petclinic/api/pettypes/1 13 Pet clinic,10,1218,1261,1756,1756,1982,165,1982,"0,000%","1,77117","0,54","0,52"
http://20.50.171.10:9966/petclinic/api/pettypes/1 21 Pet clinic,10,1111,1020,1874,1874,2040,164,2040,"0,000%","1,74216","0,54","0,51"
http://20.50.171.10:9966/petclinic/api/pettypes/1 20 Pet clinic,10,925,875,1253,1253,1839,165,1839,"0,000%","1,89753","0,58","0,56"
http://20.50.171.10:9966/petclinic/api/pettypes 29 ${websiteName},5,1220,1342,1445,2057,2057,420,2057,"0,000%","1,97394","29,47","0,50"
http://20.50.171.10:9966/petclinic/api/pettypes 84 ${websiteName},5,1741,1610,2123,3303,3303,363,3303,"0,000%","1,34989","20,15","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes/1 27 Pet clinic,10,1182,982,2157,2157,2403,175,2403,"0,000%","1,78763","0,55","0,53"
http://20.50.171.10:9966/petclinic/api/pettypes 81 ${websiteName},5,1681,1437,2383,3047,3047,368,3047,"0,000%","1,31475","19,63","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes/1 26 Pet clinic,10,909,803,1092,1092,2309,187,2309,"0,000%","1,94401","0,60","0,57"
http://20.50.171.10:9966/petclinic/api/pettypes/1 22 Pet clinic,10,1088,963,1747,1747,1985,187,1985,"0,000%","1,78508","0,55","0,53"
http://20.50.171.10:9966/petclinic/api/pettypes/1 17 Pet clinic,10,997,1001,1530,1530,1703,187,1703,"0,000%","1,78540","0,55","0,53"
http://20.50.171.10:9966/petclinic/api/pettypes 92 ${websiteName},5,1514,1213,1735,3420,3420,370,3420,"0,000%","1,30856","19,53","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 89 ${websiteName},5,1645,1563,1979,2862,2862,390,2862,"0,000%","1,46714","21,90","0,37"
http://20.50.171.10:9966/petclinic/api/pettypes 95 ${websiteName},5,1714,1339,2740,2935,2935,385,2935,"0,000%","1,14811","17,14","0,29"
http://20.50.171.10:9966/petclinic/api/pettypes 34 ${websiteName},5,1429,1714,1764,2387,2387,446,2387,"0,000%","1,75685","26,23","0,45"
http://20.50.171.10:9966/petclinic/api/pettypes/1 32 Pet clinic,10,1045,817,1724,1724,2144,180,2144,"0,000%","1,91388","0,59","0,56"
http://20.50.171.10:9966/petclinic/api/pettypes/1 38 Pet clinic,10,1059,1173,1623,1623,1762,183,1762,"0,000%","1,65017","0,51","0,49"
http://20.50.171.10:9966/petclinic/api/pettypes 98 ${websiteName},5,1693,1784,2202,2361,2361,397,2361,"0,000%","1,56055","23,30","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes 97 ${websiteName},5,1521,1576,1794,2934,2934,397,2934,"0,000%","1,14811","17,14","0,29"
http://20.50.171.10:9966/petclinic/api/pettypes 35 ${websiteName},5,1066,1298,1355,1401,1401,461,1401,"0,000%","2,01694","30,11","0,51"
http://20.50.171.10:9966/petclinic/api/pettypes/1 40 Pet clinic,10,998,806,1471,1471,2747,173,2747,"0,000%","1,71821","0,53","0,51"
http://20.50.171.10:9966/petclinic/api/pettypes 42 ${websiteName},5,1400,1352,1858,2521,2521,466,2521,"0,000%","1,26871","18,94","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 99 ${websiteName},5,1566,1494,1572,3150,3150,410,3150,"0,000%","1,09385","16,33","0,28"
http://20.50.171.10:9966/petclinic/api/pettypes 103 ${websiteName},5,1539,1390,1545,3142,3142,408,3142,"0,000%","1,09553","16,35","0,28"
http://20.50.171.10:9966/petclinic/api/pettypes/1 53 Pet clinic,10,1148,942,1682,1682,1832,194,1832,"0,000%","1,74398","0,54","0,51"
http://20.50.171.10:9966/petclinic/api/pettypes/1 46 Pet clinic,10,1125,941,1861,1861,2154,194,2154,"0,000%","2,00321","0,62","0,59"
http://20.50.171.10:9966/petclinic/api/pettypes/1 56 Pet clinic,10,945,669,1713,1713,2385,195,2385,"0,000%","1,92901","0,59","0,57"
http://20.50.171.10:9966/petclinic/api/pettypes 105 ${websiteName},5,1851,1473,2575,3592,3592,411,3592,"0,000%","1,25156","18,68","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 110 ${websiteName},5,1810,1974,2234,2696,2696,421,2696,"0,000%","1,35980","20,30","0,35"
http://20.50.171.10:9966/petclinic/api/pettypes 106 ${websiteName},5,1668,1985,2090,2482,2482,425,2482,"0,000%","1,28172","19,13","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 50 ${websiteName},5,1281,1222,1843,1977,1977,482,1977,"0,000%","1,47102","21,96","0,37"
http://20.50.171.10:9966/petclinic/api/pettypes 109 ${websiteName},5,1672,1705,1776,2900,2900,422,2900,"0,000%","1,15101","17,18","0,29"
http://20.50.171.10:9966/petclinic/api/pettypes 108 ${websiteName},5,1529,1725,2302,2454,2454,422,2454,"0,000%","1,28337","19,16","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 107 ${websiteName},5,1784,1816,2388,2529,2529,423,2529,"0,000%","1,31372","19,61","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 44 ${websiteName},5,1492,921,1983,3248,3248,488,3248,"0,000%","1,07021","15,98","0,27"
http://20.50.171.10:9966/petclinic/api/pettypes 111 ${websiteName},5,1547,1659,1744,2341,2341,433,2341,"0,000%","1,61238","24,07","0,41"
http://20.50.171.10:9966/petclinic/api/pettypes 47 ${websiteName},5,1822,1836,2732,3240,3240,499,3240,"0,000%","1,07250","16,01","0,27"
http://20.50.171.10:9966/petclinic/api/pettypes 31 ${websiteName},5,1203,921,1433,2337,2337,515,2337,"0,000%","1,46028","21,80","0,37"
http://20.50.171.10:9966/petclinic/api/pettypes 116 ${websiteName},5,1180,1354,1710,1718,1718,429,1718,"0,000%","1,58579","23,67","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes 113 ${websiteName},5,1815,1776,2124,3192,3192,446,3192,"0,000%","1,07852","16,10","0,27"
http://20.50.171.10:9966/petclinic/api/pettypes/1 67 Pet clinic,10,540,543,780,780,855,216,855,"0,000%","1,75963","0,54","0,52"
http://20.50.171.10:9966/petclinic/api/pettypes/1 51 Pet clinic,10,1093,784,2018,2018,2333,230,2333,"0,000%","1,78126","0,55","0,53"
http://20.50.171.10:9966/petclinic/api/pettypes 123 ${websiteName},5,1561,1332,1956,3335,3335,485,3335,"0,000%","1,15687","17,27","0,29"
http://20.50.171.10:9966/petclinic/api/pettypes 125 ${websiteName},5,1523,1470,2117,2449,2449,484,2449,"0,000%","1,28370","19,16","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 122 ${websiteName},5,1765,1539,2117,3343,3343,486,3343,"0,000%","1,04450","15,59","0,27"
http://20.50.171.10:9966/petclinic/api/pettypes 49 ${websiteName},5,1780,1325,2991,3230,3230,560,3230,"0,000%","1,07481","16,04","0,27"
http://20.50.171.10:9966/petclinic/api/pettypes 131 ${websiteName},5,1716,1454,1505,3696,3696,481,3696,"0,000%",",97276","14,52","0,25"
http://20.50.171.10:9966/petclinic/api/pettypes 130 ${websiteName},5,1598,2217,2284,2322,2322,482,2322,"0,000%","1,36612","20,39","0,35"
http://20.50.171.10:9966/petclinic/api/pettypes 133 ${websiteName},5,1610,1758,2101,2214,2214,480,2214,"0,000%","1,36724","20,41","0,35"
http://20.50.171.10:9966/petclinic/api/pettypes 55 ${websiteName},5,1453,796,1735,3385,3385,558,3385,"0,000%","1,32031","19,71","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes 62 ${websiteName},5,1543,1746,1889,2747,2747,551,2747,"0,000%","1,50966","22,54","0,38"
http://20.50.171.10:9966/petclinic/api/pettypes 23 ${websiteName},5,1394,1310,1804,2391,2391,644,2391,"0,000%","1,75809","26,24","0,45"
http://20.50.171.10:9966/petclinic/api/pettypes 45 ${websiteName},5,1269,1202,1359,2418,2418,567,2418,"0,000%","1,77431","26,49","0,45"
http://20.50.171.10:9966/petclinic/api/pettypes 60 ${websiteName},5,1320,1616,1724,1862,1862,623,1862,"0,000%","1,58932","23,72","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes 104 ${websiteName},5,1795,2004,2313,3331,3331,575,3331,"0,000%","1,15260","17,21","0,29"
http://20.50.171.10:9966/petclinic/api/pettypes 52 ${websiteName},5,1517,825,2367,2968,2968,624,2968,"0,000%","1,13973","17,01","0,29"
http://20.50.171.10:9966/petclinic/api/pettypes 93 ${websiteName},5,1809,1753,2269,2898,2898,556,2898,"0,000%","1,35428","20,22","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes 118 ${websiteName},5,1974,1651,2118,3674,3674,930,3674,"0,000%","1,22639","18,31","0,31"
http://20.50.171.10:9966/petclinic/api/pettypes 121 ${websiteName},5,1602,1506,1720,2536,2536,930,2536,"0,000%","1,25565","18,74","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 158 ${websiteName},5,1699,1913,2159,2180,2180,893,2180,"0,000%","1,27259","19,00","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 200 ${websiteName},5,2069,2139,2672,3237,3237,852,3237,"0,000%","1,11037","16,58","0,28"
http://20.50.171.10:9966/petclinic/api/pettypes 137 ${websiteName},5,1202,1248,1371,1777,1777,684,1777,"0,000%","1,85598","27,71","0,47"
http://20.50.171.10:9966/petclinic/api/pettypes/1 105 Pet clinic,10,976,923,1357,1357,1790,470,1790,"0,000%","1,83150","0,56","0,54"
http://20.50.171.10:9966/petclinic/api/pettypes 117 ${websiteName},5,2117,1830,2467,3579,3579,931,3579,"0,000%","1,25660","18,76","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 149 ${websiteName},5,1396,1456,1575,1727,1727,901,1727,"0,000%","1,50421","22,45","0,38"
http://20.50.171.10:9966/petclinic/api/pettypes 90 ${websiteName},5,1776,1845,2280,3306,3306,584,3306,"0,000%","1,34844","20,13","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes 132 ${websiteName},5,1745,1543,2332,2692,2692,918,2692,"0,000%","1,36911","20,44","0,35"
http://20.50.171.10:9966/petclinic/api/pettypes 126 ${websiteName},5,1797,1951,2299,2675,2675,927,2675,"0,000%","1,36649","20,40","0,35"
http://20.50.171.10:9966/petclinic/api/pettypes 160 ${websiteName},5,1631,1481,2178,2200,2200,892,2200,"0,000%","1,27324","19,01","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 144 ${websiteName},5,1607,1603,2155,2288,2288,907,2288,"0,000%","1,51149","22,56","0,38"
http://20.50.171.10:9966/petclinic/api/pettypes 189 ${websiteName},5,1232,1306,1447,1660,1660,481,1660,"0,000%","1,63827","24,46","0,42"
http://20.50.171.10:9966/petclinic/api/pettypes 197 ${websiteName},5,1800,1610,2491,3350,3350,701,3350,"0,000%","1,17426","17,53","0,30"
http://20.50.171.10:9966/petclinic/api/pettypes 185 ${websiteName},5,1590,1630,2068,2301,2301,487,2301,"0,000%","1,30993","19,55","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 70 ${websiteName},5,2125,2099,2540,2983,2983,983,2983,"0,000%","1,26199","18,84","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 150 ${websiteName},5,1789,1594,1729,3237,3237,902,3237,"0,000%","1,37514","20,53","0,35"
http://20.50.171.10:9966/petclinic/api/pettypes 36 ${websiteName},5,1623,1657,1841,2713,2713,891,2713,"0,000%","1,33369","19,91","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes 184 ${websiteName},5,1416,1418,1925,2072,2072,483,2072,"0,000%","1,30822","19,53","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 196 ${websiteName},5,1782,1862,2099,2837,2837,852,2837,"0,000%","1,09027","16,28","0,28"
http://20.50.171.10:9966/petclinic/api/pettypes 167 ${websiteName},5,1870,2107,2276,2417,2417,886,2417,"0,000%","1,24039","18,52","0,31"
http://20.50.171.10:9966/petclinic/api/pettypes 28 ${websiteName},5,2052,1751,3019,4018,4018,639,4018,"0,000%","1,13020","16,87","0,29"
http://20.50.171.10:9966/petclinic/api/pettypes 191 ${websiteName},5,1859,1891,2158,2761,2761,858,2761,"0,000%","1,10840","16,55","0,28"
http://20.50.171.10:9966/petclinic/api/pettypes 188 ${websiteName},5,1454,1651,1708,2005,2005,860,2005,"0,000%","1,33227","19,89","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes 181 ${websiteName},5,1527,1635,1896,2512,2512,483,2512,"0,000%","1,17316","17,51","0,30"
http://20.50.171.10:9966/petclinic/api/pettypes 86 ${websiteName},5,1723,1698,2014,2727,2727,966,2727,"0,000%","1,59949","23,88","0,41"
http://20.50.171.10:9966/petclinic/api/pettypes 37 ${websiteName},5,1236,1225,1458,1674,1674,816,1674,"0,000%","1,78763","26,69","0,45"
http://20.50.171.10:9966/petclinic/api/pettypes 48 ${websiteName},5,1316,1020,1574,2316,2316,800,2316,"0,000%","1,33761","19,97","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes 128 ${websiteName},5,2222,2114,2881,3261,3261,920,3261,"0,000%","1,15607","17,26","0,29"
http://20.50.171.10:9966/petclinic/api/pettypes 161 ${websiteName},5,2009,2211,2478,2739,2739,888,2739,"0,000%","1,11334","16,62","0,28"
http://20.50.171.10:9966/petclinic/api/pettypes 183 ${websiteName},5,1527,1791,2150,2171,2171,481,2171,"0,000%","1,27518","19,04","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 163 ${websiteName},5,1960,1716,2969,3169,3169,884,3169,"0,000%","1,06000","15,82","0,27"
http://20.50.171.10:9966/petclinic/api/pettypes 177 ${websiteName},5,1520,1454,1642,2821,2821,487,2821,"0,000%","1,09361","16,33","0,28"
http://20.50.171.10:9966/petclinic/api/pettypes 33 ${websiteName},5,1315,1217,1663,1857,1857,816,1857,"0,000%","1,79598","26,81","0,46"
http://20.50.171.10:9966/petclinic/api/pettypes 175 ${websiteName},5,1431,1645,1750,2210,2210,482,2210,"0,000%","1,26326","18,86","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 129 ${websiteName},5,2255,2453,2874,3589,3589,919,3589,"0,000%","1,15794","17,29","0,29"
http://20.50.171.10:9966/petclinic/api/pettypes 101 ${websiteName},5,1626,1728,1787,1990,1990,943,1990,"0,000%","1,61031","24,04","0,41"
http://20.50.171.10:9966/petclinic/api/pettypes 6 Pet clinic,5,1250,947,1703,2417,2417,493,2417,"0,000%",",68615","10,24","0,17"
http://20.50.171.10:9966/petclinic/api/pettypes 180 ${websiteName},5,1434,1207,2168,2256,2256,478,2256,"0,000%","1,24813","18,63","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 153 ${websiteName},5,1485,1703,1742,2017,2017,498,2017,"0,000%","1,32873","19,83","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes 198 ${websiteName},5,1333,1220,1769,2150,2150,490,2150,"0,000%","1,28172","19,13","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 182 ${websiteName},5,1399,1288,1371,2806,2806,658,2806,"0,000%","1,09745","16,38","0,28"
http://20.50.171.10:9966/petclinic/api/pettypes 73 ${websiteName},5,1550,1693,1711,2923,2923,576,2923,"0,000%","1,50557","22,47","0,38"
http://20.50.171.10:9966/petclinic/api/pettypes 165 ${websiteName},5,1462,1286,1672,2806,2806,658,2806,"0,000%","1,09697","16,38","0,28"
http://20.50.171.10:9966/petclinic/api/pettypes 61 ${websiteName},5,2179,2144,2442,4071,4071,625,4071,"0,000%","1,11757","16,68","0,28"
http://20.50.171.10:9966/petclinic/api/pettypes 187 ${websiteName},5,1572,1627,1784,2897,2897,498,2897,"0,000%","1,07619","16,07","0,27"
http://20.50.171.10:9966/petclinic/api/pettypes 146 ${websiteName},5,1716,1879,2115,2589,2589,506,2589,"0,000%","1,16144","17,34","0,29"
http://20.50.171.10:9966/petclinic/api/pettypes 3 ${websiteName},5,1323,1581,1739,1745,1745,684,1745,"0,000%","1,75439","26,19","0,45"
http://20.50.171.10:9966/petclinic/api/pettypes 94 ${websiteName},5,2027,2230,2271,3507,3507,964,3507,"0,000%","1,27845","19,08","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 168 ${websiteName},5,1437,1486,1668,2114,2114,481,2114,"0,000%","1,29333","19,31","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 156 ${websiteName},5,1632,1879,2121,2255,2255,491,2255,"0,000%","1,37855","20,58","0,35"
http://20.50.171.10:9966/petclinic/api/pettypes 66 ${websiteName},5,1959,1595,2296,3721,3721,983,3721,"0,000%","1,21271","18,10","0,31"
http://20.50.171.10:9966/petclinic/api/pettypes 155 ${websiteName},5,1699,1890,1989,2540,2540,492,2540,"0,000%","1,16577","17,40","0,30"
http://20.50.171.10:9966/petclinic/api/pettypes/1 63 Pet clinic,10,1211,1097,1886,1886,1899,272,1899,"0,000%","1,67420","0,51","0,49"
http://20.50.171.10:9966/petclinic/api/pettypes 143 ${websiteName},5,2243,2249,3012,3561,3561,905,3561,"0,000%","1,06022","15,83","0,27"
http://20.50.171.10:9966/petclinic/api/pettypes/1 54 Pet clinic,10,1027,894,1967,1967,1993,286,1993,"0,000%","1,46972","0,45","0,43"
http://20.50.171.10:9966/petclinic/api/pettypes/1 107 Pet clinic,10,1116,970,1839,1839,2114,445,2114,"0,000%","1,73671","0,53","0,51"
http://20.50.171.10:9966/petclinic/api/pettypes 159 ${websiteName},5,1695,1769,2202,2543,2543,488,2543,"0,000%","1,16496","17,39","0,30"
http://20.50.171.10:9966/petclinic/api/pettypes 24 ${websiteName},5,1418,1628,1749,1859,1859,623,1859,"0,000%","1,57035","23,44","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes 152 ${websiteName},5,1710,1740,2108,2728,2728,491,2728,"0,000%","1,11757","16,68","0,28"
http://20.50.171.10:9966/petclinic/api/pettypes 145 ${websiteName},5,1561,1603,1721,2594,2594,499,2594,"0,000%","1,16306","17,36","0,30"
http://20.50.171.10:9966/petclinic/api/pettypes 157 ${websiteName},5,1889,1732,2816,3344,3344,486,3344,"0,000%","1,09553","16,35","0,28"
