Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/owners 10 ${websiteName},1,2112,2112,2112,2112,2112,2112,2112,"0,000%",",47348","140,97","0,12"
http://20.50.171.10:9966/petclinic/api/owners/5 8 Pet clinic,2,680,101,1260,1260,1260,101,1260,"0,000%","1,21655","0,54","0,31"
http://20.50.171.10:9966/petclinic/api/owners/5 11 Pet clinic,2,513,103,923,923,923,103,923,"0,000%","1,53022","0,68","0,39"
http://20.50.171.10:9966/petclinic/api/owners/5 5 Pet clinic,2,657,102,1213,1213,1213,102,1213,"0,000%","1,25156","0,55","0,32"
http://20.50.171.10:9966/petclinic/api/owners/5 17 Pet clinic,2,389,103,676,676,676,103,676,"0,000%","1,93050","0,85","0,49"
http://20.50.171.10:9966/petclinic/api/pets/1 2 Pet clinic,1,705,705,705,705,705,705,705,"100,000%","1,41844","0,35","0,36"
Owner page,50,291,94,836,1148,1704,84,1704,"100,000%","10,49318","7,24","5,34"
http://20.50.171.10:9966/petclinic/api/owners 23 ${websiteName},1,2041,2041,2041,2041,2041,2041,2041,"0,000%",",48996","145,87","0,12"
http://20.50.171.10:9966/petclinic/api/owners 26 ${websiteName},1,2095,2095,2095,2095,2095,2095,2095,"0,000%",",47733","142,11","0,12"
http://20.50.171.10:9966/petclinic/api/pets/1 14 Pet clinic,1,760,760,760,760,760,760,760,"100,000%","1,31579","0,33","0,34"
http://20.50.171.10:9966/petclinic/api/owners/5 1 Pet clinic,2,410,112,709,709,709,112,709,"0,000%","2,12993","0,94","0,54"
http://20.50.171.10:9966/petclinic/api/owners/5 20 Pet clinic,2,338,97,579,579,579,97,579,"0,000%","2,51256","1,11","0,64"
http://20.50.171.10:9966/petclinic/api/owners/5 9 Pet clinic,2,235,108,363,363,363,108,363,"0,000%","3,44234","1,52","0,87"
http://20.50.171.10:9966/petclinic/api/pets/1 8 Pet clinic,1,225,225,225,225,225,225,225,"100,000%","4,44444","1,11","1,13"
http://20.50.171.10:9966/petclinic/api/pets/1 11 Pet clinic,1,225,225,225,225,225,225,225,"100,000%","4,44444","1,11","1,13"
http://20.50.171.10:9966/petclinic/api/owners/5 10 Pet clinic,2,212,107,318,318,318,107,318,"0,000%","3,70370","1,63","0,94"
http://20.50.171.10:9966/petclinic/api/pets/1 5 Pet clinic,1,225,225,225,225,225,225,225,"100,000%","4,44444","1,11","1,13"
http://20.50.171.10:9966/petclinic/api/pets/1 17 Pet clinic,1,202,202,202,202,202,202,202,"100,000%","4,95050","1,23","1,26"
http://20.50.171.10:9966/petclinic/api/visits 2 Pet clinic,1,138,138,138,138,138,138,138,"100,000%","7,24638","4,42","4,21"
http://20.50.171.10:9966/petclinic/api/owners/5 23 Pet clinic,2,119,107,132,132,132,107,132,"0,000%","5,78035","2,55","1,47"
http://20.50.171.10:9966/petclinic/api/visits 14 Pet clinic,1,46,46,46,46,46,46,46,"100,000%","21,73913","13,25","12,63"
http://20.50.171.10:9966/petclinic/api/owners/5 26 Pet clinic,2,573,46,1100,1100,1100,46,1100,"0,000%","1,57480","0,70","0,40"
http://20.50.171.10:9966/petclinic/api/pets/1 1 Pet clinic,1,44,44,44,44,44,44,44,"100,000%","22,72727","5,66","5,79"
http://20.50.171.10:9966/petclinic/api/pets/1 20 Pet clinic,1,48,48,48,48,48,48,48,"100,000%","20,83333","5,19","5,31"
http://20.50.171.10:9966/petclinic/api/pets/1 10 Pet clinic,1,53,53,53,53,53,53,53,"100,000%","18,86792","4,70","4,81"
http://20.50.171.10:9966/petclinic/api/visits 11 Pet clinic,1,55,55,55,55,55,55,55,"100,000%","18,18182","11,08","10,56"
http://20.50.171.10:9966/petclinic/api/pets/1 23 Pet clinic,1,52,52,52,52,52,52,52,"100,000%","19,23077","4,79","4,90"
http://20.50.171.10:9966/petclinic/api/visits 17 Pet clinic,1,55,55,55,55,55,55,55,"100,000%","18,18182","11,08","10,56"
http://20.50.171.10:9966/petclinic/api/pets/1 9 Pet clinic,1,57,57,57,57,57,57,57,"100,000%","17,54386","4,37","4,47"
http://20.50.171.10:9966/petclinic/api/visits 5 Pet clinic,1,57,57,57,57,57,57,57,"100,000%","17,54386","10,69","10,19"
http://20.50.171.10:9966/petclinic/api/visits 8 Pet clinic,1,57,57,57,57,57,57,57,"100,000%","17,54386","10,69","10,19"
http://20.50.171.10:9966/petclinic/api/owners 32 ${websiteName},1,2074,2074,2074,2074,2074,2074,2074,"0,000%",",48216","143,55","0,12"
http://20.50.171.10:9966/petclinic/api/pets/1 26 Pet clinic,1,69,69,69,69,69,69,69,"100,000%","14,49275","3,61","3,69"
http://20.50.171.10:9966/petclinic/api/visits 1 Pet clinic,1,72,72,72,72,72,72,72,"100,000%","13,88889","8,46","8,07"
Visit form,50,168,143,168,171,1153,129,1153,"100,000%","15,54243","16,33","12,98"
http://20.50.171.10:9966/petclinic/api/visits 9 Pet clinic,1,51,51,51,51,51,51,51,"100,000%","19,60784","11,95","11,39"
http://20.50.171.10:9966/petclinic/api/visits 20 Pet clinic,1,70,70,70,70,70,70,70,"100,000%","14,28571","8,71","8,30"
http://20.50.171.10:9966/petclinic/api/visits 23 Pet clinic,1,53,53,53,53,53,53,53,"100,000%","18,86792","11,50","10,96"
http://20.50.171.10:9966/petclinic/api/visits 10 Pet clinic,1,61,61,61,61,61,61,61,"100,000%","16,39344","9,99","9,53"
http://20.50.171.10:9966/petclinic/api/owners 22 ${websiteName},1,2309,2309,2309,2309,2309,2309,2309,"0,000%",",43309","128,94","0,11"
http://20.50.171.10:9966/petclinic/api/owners/5 32 Pet clinic,2,74,47,101,101,101,47,101,"0,000%","8,00000","3,53","2,03"
http://20.50.171.10:9966/petclinic/api/visits 26 Pet clinic,1,53,53,53,53,53,53,53,"100,000%","18,86792","11,50","10,96"
http://20.50.171.10:9966/petclinic/api/owners/5 22 Pet clinic,2,90,59,122,122,122,59,122,"0,000%","7,06714","3,12","1,79"
http://20.50.171.10:9966/petclinic/api/pets/1 32 Pet clinic,1,50,50,50,50,50,50,50,"100,000%","20,00000","4,98","5,10"
http://20.50.171.10:9966/petclinic/api/owners 38 ${websiteName},1,2056,2056,2056,2056,2056,2056,2056,"0,000%",",48638","144,81","0,12"
http://20.50.171.10:9966/petclinic/api/pets/1 22 Pet clinic,1,50,50,50,50,50,50,50,"100,000%","20,00000","4,98","5,10"
http://20.50.171.10:9966/petclinic/api/visits 32 Pet clinic,1,50,50,50,50,50,50,50,"100,000%","20,00000","12,19","11,62"
http://20.50.171.10:9966/petclinic/api/visits 22 Pet clinic,1,49,49,49,49,49,49,49,"100,000%","20,40816","12,44","11,86"
http://20.50.171.10:9966/petclinic/api/owners/5 29 Pet clinic,2,435,100,771,771,771,100,771,"0,000%","1,99800","0,88","0,51"
http://20.50.171.10:9966/petclinic/api/pets/1 29 Pet clinic,1,65,65,65,65,65,65,65,"100,000%","15,38462","3,83","3,92"
http://20.50.171.10:9966/petclinic/api/visits 29 Pet clinic,1,62,62,62,62,62,62,62,"100,000%","16,12903","9,83","9,37"
http://20.50.171.10:9966/petclinic/api/owners 50 ${websiteName},1,2219,2219,2219,2219,2219,2219,2219,"0,000%",",45065","134,17","0,11"
http://20.50.171.10:9966/petclinic/api/owners/5 38 Pet clinic,2,255,92,418,418,418,92,418,"0,000%","3,32779","1,47","0,84"
http://20.50.171.10:9966/petclinic/api/owners/5 50 Pet clinic,2,72,46,99,99,99,46,99,"0,000%","8,36820","3,69","2,12"
http://20.50.171.10:9966/petclinic/api/pets/1 38 Pet clinic,1,46,46,46,46,46,46,46,"100,000%","21,73913","5,41","5,54"
http://20.50.171.10:9966/petclinic/api/pets/1 50 Pet clinic,1,47,47,47,47,47,47,47,"100,000%","21,27660","5,30","5,42"
http://20.50.171.10:9966/petclinic/api/visits 38 Pet clinic,1,44,44,44,44,44,44,44,"100,000%","22,72727","13,85","13,21"
http://20.50.171.10:9966/petclinic/api/visits 50 Pet clinic,1,44,44,44,44,44,44,44,"100,000%","22,72727","13,85","13,21"
http://20.50.171.10:9966/petclinic/api/owners 44 ${websiteName},1,2514,2514,2514,2514,2514,2514,2514,"0,000%",",39777","118,43","0,10"
http://20.50.171.10:9966/petclinic/api/owners/5 44 Pet clinic,2,71,51,92,92,92,51,92,"0,000%","8,13008","3,59","2,06"
http://20.50.171.10:9966/petclinic/api/owners 35 ${websiteName},1,2764,2764,2764,2764,2764,2764,2764,"0,000%",",36179","107,72","0,09"
http://20.50.171.10:9966/petclinic/api/owners 43 ${websiteName},1,2619,2619,2619,2619,2619,2619,2619,"0,000%",",38183","113,68","0,10"
http://20.50.171.10:9966/petclinic/api/pets/1 44 Pet clinic,1,53,53,53,53,53,53,53,"100,000%","18,86792","4,70","4,81"
http://20.50.171.10:9966/petclinic/api/owners/5 35 Pet clinic,2,68,43,94,94,94,43,94,"0,000%","8,96861","3,96","2,28"
http://20.50.171.10:9966/petclinic/api/owners 27 ${websiteName},1,2981,2981,2981,2981,2981,2981,2981,"0,000%",",33546","99,88","0,08"
http://20.50.171.10:9966/petclinic/api/owners/5 43 Pet clinic,2,70,49,91,91,91,49,91,"0,000%","8,62069","3,81","2,19"
http://20.50.171.10:9966/petclinic/api/owners 41 ${websiteName},1,2724,2724,2724,2724,2724,2724,2724,"0,000%",",36711","109,30","0,09"
http://20.50.171.10:9966/petclinic/api/visits 44 Pet clinic,1,48,48,48,48,48,48,48,"100,000%","20,83333","12,70","12,11"
http://20.50.171.10:9966/petclinic/api/pets/1 35 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","6,22"
http://20.50.171.10:9966/petclinic/api/owners/5 27 Pet clinic,2,67,44,90,90,90,44,90,"0,000%","9,09091","4,01","2,31"
http://20.50.171.10:9966/petclinic/api/pets/1 43 Pet clinic,1,48,48,48,48,48,48,48,"100,000%","20,83333","5,19","5,31"
http://20.50.171.10:9966/petclinic/api/owners/5 41 Pet clinic,2,68,41,95,95,95,41,95,"0,000%","8,58369","3,79","2,18"
http://20.50.171.10:9966/petclinic/api/visits 35 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","14,17","13,51"
http://20.50.171.10:9966/petclinic/api/owners 47 ${websiteName},1,2660,2660,2660,2660,2660,2660,2660,"0,000%",",37594","111,93","0,09"
http://20.50.171.10:9966/petclinic/api/pets/1 27 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","5,93","6,07"
http://20.50.171.10:9966/petclinic/api/visits 43 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","14,51","13,83"
http://20.50.171.10:9966/petclinic/api/owners 28 ${websiteName},1,3064,3064,3064,3064,3064,3064,3064,"0,000%",",32637","97,17","0,08"
http://20.50.171.10:9966/petclinic/api/pets/1 41 Pet clinic,1,45,45,45,45,45,45,45,"100,000%","22,22222","5,53","5,66"
http://20.50.171.10:9966/petclinic/api/owners 16 ${websiteName},1,3318,3318,3318,3318,3318,3318,3318,"0,000%",",30139","89,73","0,08"
http://20.50.171.10:9966/petclinic/api/owners/5 47 Pet clinic,2,69,47,91,91,91,47,91,"0,000%","8,96861","3,96","2,28"
http://20.50.171.10:9966/petclinic/api/visits 27 Pet clinic,1,44,44,44,44,44,44,44,"100,000%","22,72727","13,85","13,21"
http://20.50.171.10:9966/petclinic/api/owners/5 28 Pet clinic,2,77,52,102,102,102,52,102,"0,000%","8,16327","3,60","2,07"
http://20.50.171.10:9966/petclinic/api/visits 41 Pet clinic,1,50,50,50,50,50,50,50,"100,000%","20,00000","12,19","11,62"
http://20.50.171.10:9966/petclinic/api/owners/5 16 Pet clinic,2,74,46,103,103,103,46,103,"0,000%","8,33333","3,68","2,12"
http://20.50.171.10:9966/petclinic/api/pets/1 47 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","6,22"
http://20.50.171.10:9966/petclinic/api/pets/1 28 Pet clinic,1,46,46,46,46,46,46,46,"100,000%","21,73913","5,41","5,54"
http://20.50.171.10:9966/petclinic/api/pets/1 16 Pet clinic,1,46,46,46,46,46,46,46,"100,000%","21,73913","5,41","5,54"
http://20.50.171.10:9966/petclinic/api/visits 47 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","14,17","13,51"
http://20.50.171.10:9966/petclinic/api/owners 4 ${websiteName},1,3653,3653,3653,3653,3653,3653,3653,"0,000%",",27375","81,50","0,07"
http://20.50.171.10:9966/petclinic/api/visits 28 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","14,17","13,51"
http://20.50.171.10:9966/petclinic/api/owners 25 ${websiteName},1,3264,3264,3264,3264,3264,3264,3264,"0,000%",",30637","91,22","0,08"
http://20.50.171.10:9966/petclinic/api/visits 16 Pet clinic,1,44,44,44,44,44,44,44,"100,000%","22,72727","13,85","13,21"
http://20.50.171.10:9966/petclinic/api/owners/5 4 Pet clinic,2,69,46,93,93,93,46,93,"0,000%","8,43882","3,72","2,14"
http://20.50.171.10:9966/petclinic/api/owners 45 ${websiteName},1,2905,2905,2905,2905,2905,2905,2905,"0,000%",",34423","102,49","0,09"
http://20.50.171.10:9966/petclinic/api/owners/5 25 Pet clinic,2,70,44,97,97,97,44,97,"0,000%","7,84314","3,46","1,99"
http://20.50.171.10:9966/petclinic/api/pets/1 4 Pet clinic,1,45,45,45,45,45,45,45,"100,000%","22,22222","5,53","5,66"
http://20.50.171.10:9966/petclinic/api/owners/5 45 Pet clinic,2,70,42,98,98,98,42,98,"0,000%","8,62069","3,81","2,19"
http://20.50.171.10:9966/petclinic/api/pets/1 25 Pet clinic,1,56,56,56,56,56,56,56,"100,000%","17,85714","4,45","4,55"
http://20.50.171.10:9966/petclinic/api/visits 4 Pet clinic,1,52,52,52,52,52,52,52,"100,000%","19,23077","11,72","11,17"
http://20.50.171.10:9966/petclinic/api/pets/1 45 Pet clinic,1,48,48,48,48,48,48,48,"100,000%","20,83333","5,19","5,31"
http://20.50.171.10:9966/petclinic/api/owners 13 ${websiteName},1,3658,3658,3658,3658,3658,3658,3658,"0,000%",",27337","81,39","0,07"
http://20.50.171.10:9966/petclinic/api/visits 25 Pet clinic,1,56,56,56,56,56,56,56,"100,000%","17,85714","10,88","10,38"
http://20.50.171.10:9966/petclinic/api/visits 45 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","14,51","13,83"
http://20.50.171.10:9966/petclinic/api/owners/5 13 Pet clinic,2,66,46,87,87,87,46,87,"0,000%","7,75194","3,42","1,97"
http://20.50.171.10:9966/petclinic/api/pets/1 13 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","6,22"
http://20.50.171.10:9966/petclinic/api/owners 21 ${websiteName},1,3611,3611,3611,3611,3611,3611,3611,"0,000%",",27693","82,45","0,07"
http://20.50.171.10:9966/petclinic/api/owners/5 21 Pet clinic,2,72,48,96,96,96,48,96,"0,000%","8,62069","3,81","2,19"
http://20.50.171.10:9966/petclinic/api/owners 6 ${websiteName},1,3964,3964,3964,3964,3964,3964,3964,"0,000%",",25227","75,11","0,06"
http://20.50.171.10:9966/petclinic/api/visits 13 Pet clinic,1,82,82,82,82,82,82,82,"100,000%","12,19512","7,43","7,09"
http://20.50.171.10:9966/petclinic/api/pets/1 21 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","5,79","5,93"
http://20.50.171.10:9966/petclinic/api/owners/5 6 Pet clinic,2,70,44,96,96,96,44,96,"0,000%","8,69565","3,84","2,21"
http://20.50.171.10:9966/petclinic/api/visits 21 Pet clinic,1,44,44,44,44,44,44,44,"100,000%","22,72727","13,85","13,21"
http://20.50.171.10:9966/petclinic/api/pets/1 6 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","5,79","5,93"
http://20.50.171.10:9966/petclinic/api/owners 12 ${websiteName},1,3955,3955,3955,3955,3955,3955,3955,"0,000%",",25284","75,28","0,06"
http://20.50.171.10:9966/petclinic/api/visits 6 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","14,51","13,83"
http://20.50.171.10:9966/petclinic/api/owners 15 ${websiteName},1,3937,3937,3937,3937,3937,3937,3937,"0,000%",",25400","75,62","0,06"
http://20.50.171.10:9966/petclinic/api/owners/5 12 Pet clinic,2,79,43,115,115,115,43,115,"0,000%","7,90514","3,49","2,01"
http://20.50.171.10:9966/petclinic/api/pets/1 12 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","6,22"
http://20.50.171.10:9966/petclinic/api/owners 37 ${websiteName},1,3543,3543,3543,3543,3543,3543,3543,"0,000%",",28225","84,03","0,07"
http://20.50.171.10:9966/petclinic/api/owners/5 15 Pet clinic,2,74,57,92,92,92,57,92,"0,000%","8,62069","3,81","2,19"
http://20.50.171.10:9966/petclinic/api/owners/5 37 Pet clinic,2,69,52,86,86,86,52,86,"0,000%","8,92857","3,94","2,27"
http://20.50.171.10:9966/petclinic/api/visits 12 Pet clinic,1,52,52,52,52,52,52,52,"100,000%","19,23077","11,72","11,17"
http://20.50.171.10:9966/petclinic/api/pets/1 15 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","6,22"
http://20.50.171.10:9966/petclinic/api/owners 30 ${websiteName},1,3726,3726,3726,3726,3726,3726,3726,"0,000%",",26838","79,91","0,07"
http://20.50.171.10:9966/petclinic/api/pets/1 37 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","5,93","6,07"
http://20.50.171.10:9966/petclinic/api/owners/5 30 Pet clinic,2,66,41,92,92,92,41,92,"0,000%","8,88889","3,92","2,26"
http://20.50.171.10:9966/petclinic/api/visits 15 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","14,86","14,17"
http://20.50.171.10:9966/petclinic/api/visits 37 Pet clinic,1,44,44,44,44,44,44,44,"100,000%","22,72727","13,85","13,21"
http://20.50.171.10:9966/petclinic/api/pets/1 30 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","5,79","5,93"
http://20.50.171.10:9966/petclinic/api/visits 30 Pet clinic,1,49,49,49,49,49,49,49,"100,000%","20,40816","12,44","11,86"
http://20.50.171.10:9966/petclinic/api/owners 31 ${websiteName},1,3861,3861,3861,3861,3861,3861,3861,"0,000%",",25900","77,11","0,07"
http://20.50.171.10:9966/petclinic/api/owners/5 31 Pet clinic,2,71,52,91,91,91,52,91,"0,000%","7,78210","3,44","1,98"
http://20.50.171.10:9966/petclinic/api/pets/1 31 Pet clinic,1,55,55,55,55,55,55,55,"100,000%","18,18182","4,53","4,63"
http://20.50.171.10:9966/petclinic/api/owners 48 ${websiteName},1,3633,3633,3633,3633,3633,3633,3633,"0,000%",",27525","81,95","0,07"
http://20.50.171.10:9966/petclinic/api/owners 36 ${websiteName},1,3884,3884,3884,3884,3884,3884,3884,"0,000%",",25747","76,66","0,06"
http://20.50.171.10:9966/petclinic/api/owners 18 ${websiteName},1,4282,4282,4282,4282,4282,4282,4282,"0,000%",",23354","69,53","0,06"
http://20.50.171.10:9966/petclinic/api/visits 31 Pet clinic,1,48,48,48,48,48,48,48,"100,000%","20,83333","12,70","12,11"
http://20.50.171.10:9966/petclinic/api/owners/5 48 Pet clinic,2,73,49,97,97,97,49,97,"0,000%","7,90514","3,49","2,01"
http://20.50.171.10:9966/petclinic/api/owners/5 36 Pet clinic,2,71,44,98,98,98,44,98,"0,000%","8,13008","3,59","2,06"
http://20.50.171.10:9966/petclinic/api/owners 19 ${websiteName},1,4302,4302,4302,4302,4302,4302,4302,"0,000%",",23245","69,21","0,06"
http://20.50.171.10:9966/petclinic/api/pets/1 48 Pet clinic,1,46,46,46,46,46,46,46,"100,000%","21,73913","5,41","5,54"
http://20.50.171.10:9966/petclinic/api/owners/5 18 Pet clinic,2,73,47,100,100,100,47,100,"0,000%","8,06452","3,56","2,05"
http://20.50.171.10:9966/petclinic/api/pets/1 36 Pet clinic,1,45,45,45,45,45,45,45,"100,000%","22,22222","5,53","5,66"
http://20.50.171.10:9966/petclinic/api/owners/5 19 Pet clinic,2,69,48,91,91,91,48,91,"0,000%","8,77193","3,87","2,23"
http://20.50.171.10:9966/petclinic/api/pets/1 18 Pet clinic,1,58,58,58,58,58,58,58,"100,000%","17,24138","4,29","4,39"
http://20.50.171.10:9966/petclinic/api/visits 36 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","14,51","13,83"
http://20.50.171.10:9966/petclinic/api/visits 48 Pet clinic,1,59,59,59,59,59,59,59,"100,000%","16,94915","10,33","9,85"
http://20.50.171.10:9966/petclinic/api/pets/1 19 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","5,79","5,93"
http://20.50.171.10:9966/petclinic/api/visits 18 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","14,51","13,83"
http://20.50.171.10:9966/petclinic/api/visits 19 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","14,17","13,51"
http://20.50.171.10:9966/petclinic/api/owners 46 ${websiteName},1,3926,3926,3926,3926,3926,3926,3926,"0,000%",",25471","75,84","0,06"
http://20.50.171.10:9966/petclinic/api/owners 7 ${websiteName},1,4728,4728,4728,4728,4728,4728,4728,"0,000%",",21151","62,97","0,05"
http://20.50.171.10:9966/petclinic/api/owners/5 46 Pet clinic,2,68,47,90,90,90,47,90,"0,000%","8,84956","3,91","2,25"
http://20.50.171.10:9966/petclinic/api/owners 34 ${websiteName},1,4226,4226,4226,4226,4226,4226,4226,"0,000%",",23663","70,45","0,06"
http://20.50.171.10:9966/petclinic/api/owners/5 7 Pet clinic,2,65,44,86,86,86,44,86,"0,000%","9,13242","4,03","2,32"
http://20.50.171.10:9966/petclinic/api/pets/1 46 Pet clinic,1,45,45,45,45,45,45,45,"100,000%","22,22222","5,53","5,66"
http://20.50.171.10:9966/petclinic/api/owners/5 34 Pet clinic,2,67,47,87,87,87,47,87,"0,000%","8,92857","3,94","2,27"
http://20.50.171.10:9966/petclinic/api/pets/1 7 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","5,93","6,07"
http://20.50.171.10:9966/petclinic/api/visits 46 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","14,51","13,83"
http://20.50.171.10:9966/petclinic/api/pets/1 34 Pet clinic,1,46,46,46,46,46,46,46,"100,000%","21,73913","5,41","5,54"
http://20.50.171.10:9966/petclinic/api/visits 7 Pet clinic,1,45,45,45,45,45,45,45,"100,000%","22,22222","13,54","12,91"
http://20.50.171.10:9966/petclinic/api/visits 34 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","14,51","13,83"
http://20.50.171.10:9966/petclinic/api/owners 39 ${websiteName},1,4260,4260,4260,4260,4260,4260,4260,"0,000%",",23474","69,89","0,06"
http://20.50.171.10:9966/petclinic/api/owners 40 ${websiteName},1,4285,4285,4285,4285,4285,4285,4285,"0,000%",",23337","69,48","0,06"
http://20.50.171.10:9966/petclinic/api/owners 24 ${websiteName},1,4607,4607,4607,4607,4607,4607,4607,"0,000%",",21706","64,63","0,05"
http://20.50.171.10:9966/petclinic/api/owners/5 39 Pet clinic,2,68,43,93,93,93,43,93,"0,000%","8,96861","3,96","2,28"
http://20.50.171.10:9966/petclinic/api/owners/5 40 Pet clinic,2,69,46,93,93,93,46,93,"0,000%","8,88889","3,92","2,26"
http://20.50.171.10:9966/petclinic/api/owners/5 24 Pet clinic,2,71,43,99,99,99,43,99,"0,000%","8,73362","3,86","2,22"
http://20.50.171.10:9966/petclinic/api/pets/1 39 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","6,22"
http://20.50.171.10:9966/petclinic/api/owners 42 ${websiteName},1,4293,4293,4293,4293,4293,4293,4293,"0,000%",",23294","69,35","0,06"
http://20.50.171.10:9966/petclinic/api/owners 49 ${websiteName},1,4154,4154,4154,4154,4154,4154,4154,"0,000%",",24073","71,67","0,06"
http://20.50.171.10:9966/petclinic/api/pets/1 40 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","6,07","6,22"
http://20.50.171.10:9966/petclinic/api/pets/1 24 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","5,79","5,93"
http://20.50.171.10:9966/petclinic/api/visits 39 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","14,17","13,51"
http://20.50.171.10:9966/petclinic/api/owners/5 49 Pet clinic,2,66,42,90,90,90,42,90,"0,000%","9,13242","4,03","2,32"
http://20.50.171.10:9966/petclinic/api/owners/5 42 Pet clinic,2,75,51,99,99,99,51,99,"0,000%","8,51064","3,76","2,16"
http://20.50.171.10:9966/petclinic/api/visits 40 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","14,17","13,51"
http://20.50.171.10:9966/petclinic/api/visits 24 Pet clinic,1,41,41,41,41,41,41,41,"100,000%","24,39024","14,86","14,17"
http://20.50.171.10:9966/petclinic/api/pets/1 49 Pet clinic,1,43,43,43,43,43,43,43,"100,000%","23,25581","5,79","5,93"
http://20.50.171.10:9966/petclinic/api/pets/1 42 Pet clinic,1,40,40,40,40,40,40,40,"100,000%","25,00000","6,23","6,37"
http://20.50.171.10:9966/petclinic/api/visits 49 Pet clinic,1,44,44,44,44,44,44,44,"100,000%","22,72727","13,85","13,21"
http://20.50.171.10:9966/petclinic/api/visits 42 Pet clinic,1,42,42,42,42,42,42,42,"100,000%","23,80952","14,51","13,83"
http://20.50.171.10:9966/petclinic/api/owners 3 ${websiteName},1,5234,5234,5234,5234,5234,5234,5234,"0,000%",",19106","56,88","0,05"
http://20.50.171.10:9966/petclinic/api/owners/5 3 Pet clinic,2,79,53,106,106,106,53,106,"0,000%","8,09717","3,57","2,06"
